kind,key,path,url
pinned-source,cline,sdk/packages/core/src/extensions/context/compaction.ts,https://github.com/cline/cline/blob/078f82b1e2617a6be421e34c08d35af1c3a78d87/sdk/packages/core/src/extensions/context/compaction.ts
pinned-source,cline,docs/features/subagents.mdx,https://github.com/cline/cline/blob/078f82b1e2617a6be421e34c08d35af1c3a78d87/docs/features/subagents.mdx
pinned-source,kilo,README.md,https://github.com/Kilo-Org/kilocode/blob/651323d2b2f83b912f71f9e682a9caa7ebacb154/README.md
pinned-source,kilo,packages/opencode/src/kilocode/session/processor.ts,https://github.com/Kilo-Org/kilocode/blob/651323d2b2f83b912f71f9e682a9caa7ebacb154/packages/opencode/src/kilocode/session/processor.ts
pinned-source,kilo,packages/opencode/src/kilocode/session/compaction.ts,https://github.com/Kilo-Org/kilocode/blob/651323d2b2f83b912f71f9e682a9caa7ebacb154/packages/opencode/src/kilocode/session/compaction.ts
pinned-source,goose,README.md,https://github.com/aaif-goose/goose/blob/91a5789bce40ee312675e6715c20eb3612d1a03c/README.md
pinned-source,goose,crates/goose/src/agents/agent.rs,https://github.com/aaif-goose/goose/blob/91a5789bce40ee312675e6715c20eb3612d1a03c/crates/goose/src/agents/agent.rs
pinned-source,crush,README.md,https://github.com/charmbracelet/crush/blob/72654940d9e46961a7d804d536c45761e7084a08/README.md
pinned-source,crush,internal/agent/coordinator.go,https://github.com/charmbracelet/crush/blob/72654940d9e46961a7d804d536c45761e7084a08/internal/agent/coordinator.go
pinned-source,crush,internal/agent/agent.go,https://github.com/charmbracelet/crush/blob/72654940d9e46961a7d804d536c45761e7084a08/internal/agent/agent.go
pinned-source,vibe,README.md,https://github.com/mistralai/mistral-vibe/blob/4a96003186b166d55b9f06895c45bb136eef61cd/README.md
pinned-source,vibe,vibe/core/agent_loop/_loop.py,https://github.com/mistralai/mistral-vibe/blob/4a96003186b166d55b9f06895c45bb136eef61cd/vibe/core/agent_loop/_loop.py
pinned-source,openhands-sdk,README.md,https://github.com/OpenHands/software-agent-sdk/blob/cd02db3a181c0bed5ee34711b46c06c88288854e/README.md
pinned-source,grok-build,README.md,https://github.com/xai-org/grok-build/blob/4247f661689354b831191f11eeeac8424993fe3d/README.md
official-document,grok-build-overview,,https://docs.x.ai/build/overview
pinned-source,pi,packages/coding-agent/README.md,https://github.com/earendil-works/pi/blob/b4588f26af2f74f7b1387b548e04a3c8d81da75b/packages/coding-agent/README.md
pinned-source,trae-agent,README.md,https://github.com/bytedance/trae-agent/blob/e839e559ac61bdd0e057c375dd1dee391fee797d/README.md
